acad_plan,acad_plan_desc,acad_career,degree,college,dept_code,acad_plan_type,eff_status
PH4101,Psychology,GRAD,PHD,A&S,18,MAJ,I
PH4104,Clinical Psychology,GRAD,PHD,A&S,18,MAJ,A
PH5325,Hearing Science,GRAD,PHD,HSP,79,MAJ,A
PH6947,Molecular and Cellular Biology,GRAD,PHD,A&S,21,MAJ,A
PH8760,INCO-Speech Education,GRAD,PHD,COM,29,MAJ,I
PH8790,Speech-Language Pathology,GRAD,PHD,HSP,28,MAJ,I
PH8818,INCO-Comm. Theory & Process,GRAD,PHD,COM,29,MAJ,I
PH8915,I.I.P.,GRAD,PHD,HSP,,MAJ,I
BS6234,Russian,UGRD,BSED,EHS,34,MAJ,A
BS6270,History With Economics,UGRD,BSED,EHS,34,MAJ,I
BS6281,Ed Mental Retarded Elem,UGRD,BSED,EHS,34,MAJ,I
BS6304,Science,UGRD,BSED,EHS,34,MAJ,I
BS6307,Integrated Mathematics,UGRD,BSED,EHS,34,MAJ,A
ME6238,Adult Services,GRAD,MED,EHS,34,MAJ,I
ME6272,Education Administration,GRAD,MED,EHS,74,MAJ,A
ME6276,Higher Education,GRAD,MED,EHS,35,MAJ,A
ME6278,Clinical Mental Health Counsel,GRAD,MED,EHS,35,MAJ,A
ME6280,Counseling in Bus & Indust,GRAD,MED,EHS,35,MAJ,I
ME6323,Clinical Rehabilitation Counse,GRAD,MED,EHS,35,MAJ,A
ME6325,Teaching and Learning,GRAD,MED,EHS,34,MAJ,A
ME6844,Math Secondary School,GRAD,MED,EHS,34,MAJ,I
ME6848,Middle Child Certification,GRAD,MED,EHS,34,MAJ,I
ME6849,Middle Child Licensure,GRAD,MED,EHS,34,MAJ,I
ME6864,German Education,GRAD,MED,EHS,34,MAJ,I
BS6316,Mild-Moderate Educ. Needs,UGRD,BSED,EHS,34,MAJ,A
BS6392,Child Care Service,UGRD,BSED,EHS,34,MAJ,I
BS6397,Physical Science - Chemistry,UGRD,BSED,EHS,34,MAJ,A
BS6836,Long Term Hlth Care Admin,UGRD,BSH,HSP,80,MAJ,A
BS6851,Lang Arts/Soc St,UGRD,BSED,EHS,34,MAJ,I
BA1907,Psychology,UGRD,AB-PSY,A&S,18,MAJ,I
BA1942,Environmental Studies,UGRD,AB-ENVIR,GVS,78,MAJ,A
BA2136,Zool Medical Technology,UGRD,AB,A&S,21,MAJ,I
BA2145,Zool Wildlife Biology,UGRD,AB,A&S,21,MAJ,I
BA2147,Microbiology,UGRD,AB,A&S,21,MAJ,I
BS6951,Picture Editing,UGRD,BSVC,COM,53,MAJ,I
BS7256,Engineering Tech & MGMT,UGRD,BSETM,ENT,47,MAJ,A
BS7257,Mechanical Engineering,UGRD,BSME,ENT,48,MAJ,A
BS8105,Community Health Services,UGRD,BSH,HSP,80,MAJ,A
BS8118,Athletic Train With Sport Sci,UGRD,BSPE,HSP,81,MAJ,I
BS8121,Coaching,UGRD,BSSPS,EHS,82,MAJ,I
BS8122,Exercise Physiology,UGRD,BSPEX,HSP,81,MAJ,A
BS8127,Athletic Training/Health Educ,UGRD,BSAT,HSP,81,MAJ,I
BS8504,Hearing & Speech Therapy,UGRD,BSHS,HSP,28,MAJ,I
BA2516,Bios/Pre-Exercise Physiology,UGRD,AB,A&S,21,MAJ,I
BA3101,Mathematics,UGRD,BA,A&S,15,MAJ,A
BA3315,Chemistry Environmental,UGRD,BA,A&S,6,MAJ,I
BA3334,Phys Prep. for Advanced Tng.,UGRD,AB,A&S,22,MAJ,I
BA4232,Geog Environmental,UGRD,AB,A&S,9,MAJ,I
BA4241,Geog - Globalization & Develop,UGRD,BA,A&S,9,MAJ,A
BA4402,Women's and Gender Studies,UGRD,BA,A&S,77,MAJ,A
BA5149,Art History,UGRD,BA,FAR,53,MAJ,A
BA5211,Latin,UGRD,BA,A&S,7,MAJ,I
BS8891,Retail Merchandising,UGRD,BSHCS,EHS,83,MAJ,I
BS8896,Early Childhood,UGRD,BSED,EHS,34,MAJ,I
CNEECH,Chinese for Elem Education,UGRD,,,,CON,A
CNEEMH,Math for Elementary Education,UGRD,,,,CON,A
ND0711,Pre-Communication Management,UGRD,,UNC,58,MAJ,I
ND0713,Undecided,UGRD,,UNC,58,MAJ,A
ND1206,Undecided,UGRD,,UNC,58,MAJ,A
ND1290,Undec-Exempt,UGRD,,UNC,58,MAJ,I
BB6135,Mgt Info Sys Data Proc Track,UGRD,BBA,COB,67,MAJ,I
BB6158,Business Analytics,UGRD,BBA,COB,25,MAJ,A
BC5300,INCO-Pre-Major,UGRD,BSC,COM,29,MAJ,I
BC5322,Digital Media - SEGA,UGRD,BSC,COM,31,MAJ,I
BC5329,Information Telecomm Systems,UGRD,BSC,COM,70,MAJ,A
BC5351,Media Individualized,UGRD,BSC,COM,31,MAJ,A
BC5364,Communication Studies,UGRD,BSC,COM,29,MAJ,A
BC5371,MDIA - Music Prod & Record Ind,UGRD,BSC,COM,31,MAJ,A
ND6355,Early Childhood,UGRD,,EHS,34,MAJ,I
ND6380,Retail & Fash Prod Development,UGRD,,EHS,83,MAJ,I
ND6854,Early Childhood,UGRD,,EHS,34,MAJ,I
ND7273,Pre-Technical Operations Mgmt,UGRD,,ENT,47,MAJ,A
ND8114,Sport Sciences General,UGRD,,HSP,39,MAJ,I
ND8140,Physical Therapy,UGRD,,HSP,79,MAJ,I
ND8837,Pre Early Childhood,UGRD,,EHS,34,MAJ,A
ND9818,HTC-Exchange,UGRD,,HTC,0,MAJ,A
ND9957,High School Other,UGRD,,UNC,58,MAJ,A
NDEHS,EHS-Nondegree for Minors,UGRD,NONDEGRE,EHS,0,MAJ,A
BA5241,Philosophy,UGRD,BA,A&S,17,MAJ,A
BA5339,COMS-Comm. in Human Services,UGRD,BA,COM,29,MAJ,I
BA5342,COMS-Organization Comm.,UGRD,BA,COM,29,MAJ,I
BA6465,HEC Family Studies,UGRD,AB,HSP,36,MAJ,I
BA8911,Inst/Europe,UGRD,BA,INST,3,MAJ,I
OR8109,Recreation Management,UGRD,,EHS,39,MIN,A
OR7251,Chemical Engineering,UGRD,,ENT,42,MIN,I
OR7256,Industrial Technology,UGRD,,ENT,47,MIN,I
OR8135,Recreation Studies,UGRD,,HSP,,MIN,I
ORARAB,Arabic,UGRD,,,,MIN,I
ORITAL,Italian,UGRD,,,,MIN,I
ORPEDU,Physical Education,UGRD,,,,MIN,I
ORSTRI,String,UGRD,,,21,MIN,I
SF6231,Latin,UGRD,,EHS,34,SEC,I
SF6259,Physics,UGRD,,EHS,34,SEC,I
SFPK12,Physical Education,UGRD,,EHS,,SEC,I
SFSEHT,History,UGRD,,,,SEC,I
SFSESP,Sociology & Psychology,UGRD,,,,SEC,I
VALDAT,Data Processing,UGRD,,,,VAL,I
VALPKD,Pre-Kindergarten,UGRD,,,,VAL,I
CTENVS,Environmental Studies,UGRD,,GVS,78,CRT,A
OR2120,Environmental and Plant Bio,UGRD,,A&S,5,MIN,A
CTEMPI,Empirical Study of Language,UGRD,,A&S,65,CRT,I
ORACTI,Acting,UGRD,,FAR,,MIN,I
CTLEAD,Strategic Leadership,UGRD,,COB,25,CRT,A
CTWLTH,Wealth and Poverty,UGRD,,A&S,9,CRT,A
CTSEAS,Southeast Asian Studies,UGRD,,INST,3,CRT,A
AA1101,Associate in Arts,UGRD,AA,UNC,58,MAJ,A
AA1108,Interior Design,UGRD,AA,UNC,58,MAJ,I
AA1109,Textiles and Clothing,UGRD,AA,UNC,58,MAJ,I
AA5002,Accounting Technology,UGRD,AAB,RHE,59,MAJ,A
AA5010,Computer Sci Applied Bus,UGRD,AAB,RHE,59,MAJ,A
AA5506,Security Safety,UGRD,AAS,RHE,59,MAJ,A
AA5810,Electronic Media,UGRD,AAS,UNC,58,MAJ,I
AA5815,Environmental Engineering Tech,UGRD,AAS,UNC,60,MAJ,I
AA5818,Materials Management Techology,UGRD,AAS,UNC,60,MAJ,I
AA7250,Aviation Technology,UGRD,AAS,ENT,41,MAJ,I
AA8533,Computer Science Tech,UGRD,AAB,RHE,59,MAJ,I
BS8552,Government,UGRD,BSED,EHS,34,MAJ,I
BS8557,Home Economics,UGRD,BSHEC,HSP,36,MAJ,I
BS8562,Industrial Arts Comp,UGRD,BSED,EHS,34,MAJ,I
BS8565,Math: Middle School,UGRD,BSED,EHS,34,MAJ,I
BS8585,Science Comp,UGRD,BSED,EHS,34,MAJ,I
BS8595,Speech Pathology,UGRD,BSHS,HSP,28,MAJ,I
BS8600,Home Economics,UGRD,BS,HSP,,MAJ,I
BS8608,Cutler Program,UGRD,BS,UNC,58,MAJ,I
BS8613,Fashion Merchandising,UGRD,BSHEC,EHS,34,MAJ,I
BS8636,Secretarial Studies,UGRD,BSSS,COB,,MAJ,I
BS8647,Home Economics,UGRD,BSED,EHS,,MAJ,I
BS8649,Housing,UGRD,BSHEC,HSP,,MAJ,I
BS8651,Consumer Service & Education,UGRD,BSHEC,EHS,,MAJ,I
BS8658,H Ec Education & Extension,UGRD,BSED,EHS,,MAJ,I
MA5332,Organizational Communication,GRAD,MA,COM,29,MAJ,A
MA5334,Intercultural/Cross Cultural,GRAD,MA,COM,29,MAJ,I
MA5361,COMS-Health Communication,GRAD,MA,COM,29,MAJ,A
MA8631,Radio-TV,GRAD,MA,COM,31,MAJ,I
MA8773,Theater: General,GRAD,MA,FAR,50,MAJ,I
MB6134,Executive MBA Program,GRAD,MBA,COB,25,MAJ,I
MB6139,MBA Without Boundaries Program,GRAD,MBA,COB,25,MAJ,I
BS8684,Food & Nutrition,UGRD,BS,HSP,,MAJ,I
BS8712,Human Environment & Design,UGRD,BSHEC,HSP,36,MAJ,I
BS8776,Home Economics,UGRD,BSED,EHS,34,MAJ,I
BS8785,Human Dev. in Family Ecology,UGRD,BSHEC,EHS,,MAJ,I
BS8824,Early Childhood Education,UGRD,BSHCS,HSP,36,MAJ,I
BS8873,"Hearing, Speech, Language Sci",UGRD,BSHSLS,HSP,79,MAJ,I
BC8812,INCO-Legal Communication,UGRD,BSC,COM,29,MAJ,I
MB6171,PMBA_Operations & Supply Chain,GRAD,MBA,COB,25,MAJ,A
ME7266,Engineering Management,GRAD,MEM,ENT,46,MAJ,A
MF1009,Individual Prog of Study-FAR,GRAD,MFA,FAR,0,MAJ,I
MF5130,Directing,GRAD,MFA,FAR,50,MAJ,A
MF5138,Theater,GRAD,MFA,FAR,50,MAJ,I
MH8144,Health Administration,GRAD,MHA,HSP,80,MAJ,I
MM5186,Music Composition and Theory,GRAD,MM,FAR,51,MAJ,I
MM5187,Music Therapy,GRAD,MM,FAR,51,MAJ,A
MP4413,Public Administration,GRAD,MPA,GVS,78,MAJ,A
MP8145,Public Health,GRAD,MPH,HSP,80,MAJ,A
MS0909,Individual Prog of Study-ENT,GRAD,MS,ENT,0,MAJ,I
MS1215,Nurse Administrator,GRAD,MSN,HSP,32,MAJ,A
MS1218,Nurse Educator & Administrator,GRAD,MSN,HSP,32,MAJ,A
MS1227,Admin & Fam Nurse Practitioner,GRAD,MSN,HSP,32,MAJ,A
MS1232,Acute Care Nrse Prac & Admin,GRAD,MSN,HSP,32,MAJ,I
MS2111,Plant Biology,GRAD,MS,A&S,5,MAJ,A
MS2121,Biological Sciences,GRAD,MS,A&S,21,MAJ,I
MS2146,Microbiology,GRAD,MS,A&S,21,MAJ,I
MS2202,Social Sciences,GRAD,MSS,A&S,0,MAJ,A
MS4103,Experimental Psychology,GRAD,MS,A&S,18,MAJ,A
ND1009,Individual Prog of Study-FAR,GRAD,,FAR,0,MAJ,I
ND1218,Nurse Educator & Administrator,GRAD,,HSP,32,MAJ,I
ND5120,Art-Interdisciplinary,GRAD,,FAR,53,MAJ,I
ND5160,Production Technology,GRAD,,FAR,50,MAJ,I
ND5171,Photography,GRAD,,FAR,53,MAJ,A
ME6944,General Education,GRAD,MED,EHS,34,MAJ,I
ME8515,Secondary Guidance & Counsel,GRAD,MED,REG,35,MAJ,I
ME8711,School Administration,GRAD,MED,REG,35,MAJ,I
ME8714,High School Administration,GRAD,MED,REG,35,MAJ,I
ME8730,Community Counseling,GRAD,MED,REG,35,MAJ,I
ME8863,Rehab/Community Counseling,GRAD,MED,EHS,35,MAJ,I
ME8864,School/Community Counsel,GRAD,MED,EHS,35,MAJ,I
MS8134,Physical Education Pedagogy,GRAD,MSRSS,EHS,82,MAJ,A
MS8787,Nutrition,GRAD,MSED,EHS,34,MAJ,I
PH6224,Social Studies Education,GRAD,PHD,EHS,34,MAJ,A
PH6265,Counselor Education,GRAD,PHD,EHS,35,MAJ,A
ND9986,Post-Masters Nurse Educator,GRAD,,HSP,32,MAJ,A
ND9991,Data Analysis,GRAD,,A&S,65,MAJ,A
ND9994,Engineering Leadership,GRAD,,ENT,46,MAJ,A
CTWHSU,Workplace Health and Safety,UGRD,,HSP,80,CRT,A
CTBVCG,Business Venturing,GRAD,,COB,25,CRT,A
CTHRMG,Human Resources Management,GRAD,,COB,25,CRT,A
MB6174,Master of Business Analytics,GRAD,MBAN,COB,25,MAJ,A
CTANPG,Post - Mast Adult Geron Acute,GRAD,,HSP,32,CRT,A
MS1238,Psych-Mental Health Nurse Prac,GRAD,MSN,HSP,32,MAJ,A
MS1240,Nurse Leader,GRAD,MSN,HSP,32,MAJ,A
CNEEAR,Art for Elementary Education,UGRD,,,,CON,I
CNEEEC,Economics for Elem Education,UGRD,,,,CON,I
CNEEFR,French for Elem Education,UGRD,,,,CON,I
CNEEGK,Greek for Elementary Education,UGRD,,,,CON,I
CNEEJP,Japanese for Elem Education,UGRD,,,,CON,I
CNEELT,Latin for Elementary Education,UGRD,,,,CON,I
OR4241,Geog - Globalization & Develop,UGRD,,A&S,9,MIN,A
CTMLDG,Music Leadership,GRAD,,FAR,51,CRT,A
ND9963,Health Policy,GRAD,,HSP,80,MAJ,A
ND9965,Clinical Informatics,GRAD,,HSP,90,MAJ,A
BS1919,"Hearing, Speech, Language Sci",UGRD,BSHSLS,HSP,79,MAJ,A
MY6104,Master of Accountancy,GRAD,MACC,COB,23,MAJ,A
OR5380,Health Services Administration,UGRD,,HSP,80,MIN,A
OR6117,Sport Management,UGRD,,COB,84,MIN,A
MS8180,Recreation Studies,GRAD,MSPRLS,EHS,82,MAJ,A
BS8177,Recreation Management,UGRD,BSPRLS,EHS,82,MAJ,A
ND6603,Pre Social Work,UGRD,,HSP,19,MAJ,A
OR5154,Dance - Perf & Choreography,UGRD,,FAR,52,MIN,A
ND9963,Health Policy,GRAD,,HSP,80,MAJ,I
ND9965,Clinical Informatics,GRAD,,HSP,90,MAJ,I
ND9991,Data Analysis,GRAD,,A&S,65,MAJ,I
ND9992,certifiedLean-Six Sigma,GRAD,,ENT,46,MAJ,I
ND9993,Engineering Management,GRAD,,ENT,46,MAJ,I
MA5055,Community Dance,GRAD,MA,FAR,52,MAJ,A
AA5010,Computer Science Technology,UGRD,AAB,RHE,59,MAJ,A
CTAHSG,African Humanitarian Studies,GRAD,CERTG,INST,,CRT,A
CTFING,Finance,GRAD,CERTG,COB,25,CRT,A
CTGMCG,Global Management,GRAD,CERTG,COB,25,CRT,A
CTHRMG,Human Resources Management,GRAD,CERTG,COB,25,CRT,A
CTSSLG,Strategic Selling & Sales Lead,GRAD,CERTG,COB,25,CRT,A
NDOUHP,Ohio Honors Program,UGRD,NONDOTHR,HTC,89,HON,A
CTCCOM,Crisis Communication,GRAD,CERTG,COM,75,CRT,A
BF5057,Studio Art - Art Therapy,UGRD,BFA,FAR,53,MAJ,A
